_id,date,oh_region,icu_current_covid,icu_current_covid_vented,hospitalizations,icu_crci_total,icu_crci_total_vented,icu_former_covid,icu_former_covid_vented
947,2020-11-30,EAST,33,18,119,34,19,1,1
948,2020-12-01,EAST,39,21,124,40,22,1,1
949,2020-12-02,EAST,39,19,128,40,20,1,1
950,2020-12-03,EAST,40,17,127,44,21,4,4
951,2020-12-04,EAST,41,19,129,45,22,4,3
952,2020-12-05,EAST,37,17,129,41,21,4,4
953,2020-12-06,EAST,38,9,130,42,13,4,4
954,2020-12-07,EAST,40,20,126,44,24,4,4
955,2020-12-08,EAST,40,22,135,44,26,4,4
956,2020-12-09,EAST,42,24,137,46,28,4,4
957,2020-12-10,EAST,43,23,148,47,27,4,4
958,2020-12-11,EAST,50,23,151,53,24,3,1
959,2020-12-12,EAST,48,28,149,51,30,3,2
960,2020-12-13,EAST,50,28,138,53,30,3,2
961,2020-12-14,EAST,47,31,131,50,33,3,2
962,2020-12-15,EAST,50,31,135,53,33,3,2
963,2020-12-16,EAST,54,32,149,58,35,4,3
964,2020-12-17,EAST,50,34,143,53,36,3,2
965,2020-12-18,EAST,45,33,133,48,35,3,2
966,2020-12-19,EAST,46,33,128,49,33,3,0
967,2020-12-20,EAST,45,32,140,48,34,3,2
968,2020-12-21,EAST,47,35,140,49,35,2,0
969,2020-12-22,EAST,46,37,143,48,38,2,1
970,2020-12-23,EAST,44,34,147,46,35,2,1
971,2020-12-24,EAST,45,33,133,47,34,2,1
972,2020-12-25,EAST,45,33,121,46,33,1,0
973,2020-12-26,EAST,43,33,129,45,34,2,1
974,2020-12-27,EAST,42,31,131,44,32,2,1
975,2020-12-28,EAST,44,31,133,46,32,2,1
976,2020-12-29,EAST,48,31,135,50,32,2,1
977,2020-12-30,EAST,55,38,146,56,38,1,0
978,2020-12-31,EAST,53,33,153,54,33,1,0
979,2021-01-01,EAST,51,33,160,53,33,2,0
980,2021-01-02,EAST,53,38,156,55,38,2,0
981,2021-01-03,EAST,55,36,153,57,36,2,0
982,2021-01-04,EAST,57,37,166,59,37,2,0
983,2021-01-05,EAST,61,41,178,63,41,2,0
984,2021-01-06,EAST,58,39,178,60,39,2,0
985,2021-01-07,EAST,58,35,175,61,36,3,1
986,2021-01-08,EAST,58,37,199,61,38,3,1
987,2021-01-09,EAST,64,39,202,66,40,2,1
988,2021-01-10,EAST,67,46,208,69,47,2,1
989,2021-01-11,EAST,68,51,212,71,52,3,1
990,2021-01-12,EAST,69,48,215,72,50,3,2
991,2021-01-13,EAST,68,51,240,72,52,1,1
992,2021-01-14,EAST,72,50,223,75,51,3,1
993,2021-01-15,EAST,72,52,204,74,53,2,1
994,2021-01-16,EAST,77,55,225,80,56,3,1
995,2021-01-17,EAST,81,55,213,83,55,2,0
996,2021-01-18,EAST,80,58,223,82,58,2,0
997,2021-01-19,EAST,75,47,220,75,47,0,0
998,2021-01-20,EAST,74,50,209,75,50,1,0
999,2021-01-21,EAST,72,49,217,73,49,1,0
1000,2021-01-22,EAST,68,53,200,69,53,1,0
1001,2021-01-23,EAST,70,54,199,71,54,1,0
1002,2021-01-24,EAST,70,48,202,70,48,0,0
1003,2021-01-25,EAST,72,50,190,72,50,0,0
1004,2021-01-26,EAST,69,53,195,70,54,1,1
1005,2021-01-27,EAST,67,49,198,68,50,1,1
1006,2021-01-28,EAST,67,46,194,68,47,1,1
1007,2021-01-29,EAST,65,48,198,68,51,3,3
1008,2021-01-30,EAST,60,42,194,64,46,4,4
1009,2021-01-31,EAST,62,43,173,65,45,3,2
1010,2021-02-01,EAST,63,46,170,66,48,3,2
1011,2021-02-02,EAST,61,47,175,64,50,3,3
1012,2021-02-03,EAST,64,50,172,67,53,3,3
1013,2021-02-04,EAST,66,51,176,68,52,2,1
1014,2021-02-05,EAST,69,47,171,72,49,3,2
1015,2021-02-06,EAST,70,56,159,74,58,4,2
1016,2021-02-07,EAST,71,56,147,76,58,5,2
1017,2021-02-08,EAST,78,56,141,82,57,4,1
1018,2021-02-09,EAST,75,55,147,80,57,5,2
1019,2021-02-10,EAST,70,54,139,74,56,4,2
1020,2021-02-11,EAST,69,50,133,72,52,3,2
1021,2021-02-12,EAST,68,48,127,70,50,2,2
1022,2021-02-13,EAST,62,46,120,64,48,2,2
1023,2021-02-14,EAST,57,41,114,60,44,3,3
1024,2021-02-15,EAST,55,43,113,58,46,3,3
1025,2021-02-16,EAST,55,42,111,59,44,4,2
1026,2021-02-17,EAST,58,45,115,61,46,3,1
1027,2021-02-18,EAST,54,42,117,57,43,3,1
1028,2021-02-19,EAST,53,40,107,57,43,4,3
1029,2021-02-20,EAST,52,39,102,55,42,3,3
1030,2021-02-21,EAST,56,40,89,59,43,3,3
1031,2021-02-22,EAST,59,39,92,63,42,4,3
1032,2021-02-23,EAST,56,38,100,62,40,6,2
1033,2021-02-24,EAST,58,36,93,62,38,4,2
1034,2021-02-25,EAST,57,35,90,62,37,5,2
1035,2021-02-26,EAST,57,37,98,63,42,6,5
1036,2021-02-27,EAST,55,37,97,59,40,4,3
1037,2021-02-28,EAST,60,37,87,65,39,5,2
1038,2021-03-01,EAST,60,36,100,65,39,5,3
1039,2021-03-02,EAST,58,33,102,63,35,5,2
1040,2021-03-03,EAST,52,31,107,56,33,4,2
1041,2021-03-04,EAST,51,26,100,54,28,3,2
1042,2021-03-05,EAST,52,30,109,56,32,4,2
1043,2021-03-06,EAST,46,29,109,49,31,3,2
1044,2021-03-07,EAST,47,25,98,49,27,2,2
1045,2021-03-08,EAST,51,26,98,53,28,2,2
1046,2021-03-09,EAST,55,33,108,57,35,2,2
1047,2021-03-10,EAST,50,32,126,52,34,2,2
1048,2021-03-11,EAST,48,31,115,52,34,4,3
1049,2021-03-12,EAST,55,32,115,59,35,4,3
1050,2021-03-13,EAST,57,33,117,61,36,4,3
1051,2021-03-14,EAST,56,37,114,61,39,5,2
1052,2021-03-15,EAST,58,39,117,62,42,4,3
1053,2021-03-16,EAST,60,39,125,64,42,4,3
1054,2021-03-17,EAST,64,41,118,68,44,4,3
1055,2021-03-18,EAST,64,36,106,68,39,4,3
1056,2021-03-19,EAST,66,37,113,70,40,4,3
1057,2021-03-20,EAST,62,43,120,64,45,2,2
1058,2021-03-21,EAST,63,43,128,65,45,2,2
1059,2021-03-22,EAST,65,42,141,67,44,2,2
1060,2021-03-23,EAST,71,42,139,73,44,2,2
1061,2021-03-24,EAST,73,45,162,75,47,2,2
1062,2021-03-25,EAST,73,45,161,75,47,2,2
1063,2021-03-26,EAST,81,45,165,84,47,3,2
1064,2021-03-27,EAST,84,44,180,87,45,3,1
1065,2021-03-28,EAST,83,44,180,85,45,2,1
1066,2021-03-29,EAST,90,48,193,93,49,3,1
1067,2021-03-30,EAST,86,47,196,88,47,2,0
1068,2021-03-31,EAST,87,52,198,89,53,2,1
1069,2021-04-01,EAST,93,54,212,95,55,2,1
1070,2021-04-02,EAST,98,57,229,100,58,2,1
1071,2021-04-03,EAST,101,59,237,104,60,3,1
1072,2021-04-04,EAST,107,65,245,111,66,4,1
1073,2021-04-05,EAST,114,75,278,116,76,2,1
1074,2021-04-06,EAST,123,77,303,125,78,2,1
1075,2021-04-07,EAST,121,75,323,122,76,1,1
1076,2021-04-08,EAST,125,80,338,127,80,2,0
1077,2021-04-09,EAST,135,91,341,137,91,2,0
1078,2021-04-10,EAST,138,91,347,140,91,2,0
1079,2021-04-11,EAST,135,93,357,139,94,4,1
1080,2021-04-12,EAST,142,102,374,145,102,3,0
1081,2021-04-13,EAST,147,101,384,151,102,4,1
1082,2021-04-14,EAST,152,106,401,157,108,5,2
1083,2021-04-15,EAST,157,105,413,160,106,3,1
1084,2021-04-16,EAST,167,113,415,172,115,5,2
1085,2021-04-17,EAST,168,119,442,175,122,7,3
1086,2021-04-18,EAST,172,122,462,178,125,6,3
1087,2021-04-19,EAST,163,116,468,172,121,9,5
1088,2021-04-20,EAST,170,117,473,178,122,8,5
1089,2021-04-21,EAST,182,131,478,191,133,9,2
1090,2021-04-22,EAST,182,138,482,189,140,7,2
1091,2021-04-23,EAST,184,141,470,192,144,8,3
1092,2021-04-24,EAST,185,142,474,195,148,10,6
1093,2021-04-25,EAST,193,144,469,204,150,11,6
1094,2021-04-26,EAST,198,141,480,210,147,12,6
1095,2021-04-27,EAST,195,132,487,207,138,12,6
1096,2021-04-28,EAST,200,141,484,209,143,9,2
1097,2021-04-29,EAST,198,141,490,207,145,9,4
1098,2021-04-30,EAST,189,139,481,204,149,15,10
1099,2021-05-01,EAST,193,141,476,210,150,17,9
1100,2021-05-02,EAST,190,139,460,207,147,17,8
1101,2021-05-03,EAST,185,131,451,204,141,19,10
1102,2021-05-04,EAST,191,121,461,209,132,18,11
1103,2021-05-05,EAST,193,125,434,209,135,16,10
1104,2021-05-06,EAST,187,117,394,205,130,18,13
1105,2021-05-07,EAST,181,117,387,202,131,21,14
1106,2021-05-08,EAST,171,112,377,188,125,17,13
1107,2021-05-09,EAST,172,108,363,190,119,18,11
1108,2021-05-10,EAST,174,94,363,191,106,17,12
1109,2021-05-11,EAST,173,107,350,188,116,15,9
1110,2021-05-12,EAST,162,98,356,176,106,14,8
1111,2021-05-13,EAST,157,103,344,175,114,18,11
1112,2021-05-14,EAST,156,104,326,174,114,18,10
1113,2021-05-15,EAST,142,100,291,160,112,18,12
1114,2021-05-16,EAST,147,97,283,163,109,16,12
1115,2021-05-17,EAST,149,86,293,164,98,15,12
1116,2021-05-18,EAST,149,97,298,164,108,15,11
1117,2021-05-19,EAST,138,90,281,156,104,18,14
1118,2021-05-20,EAST,133,84,265,153,99,20,15
1119,2021-05-21,EAST,133,80,244,157,97,24,17
1120,2021-05-22,EAST,130,81,253,153,97,23,16
1121,2021-05-23,EAST,124,77,253,147,94,23,17
1122,2021-05-24,EAST,114,68,242,134,83,20,15
1123,2021-05-25,EAST,113,79,238,136,96,23,17
1124,2021-05-26,EAST,112,72,224,136,88,24,16
1125,2021-05-27,EAST,112,72,209,133,86,21,14
1126,2021-05-28,EAST,109,72,188,137,92,28,20
1127,2021-05-29,EAST,98,65,181,128,86,30,21
1128,2021-05-30,EAST,99,64,175,128,84,29,20
1129,2021-05-31,EAST,98,55,173,127,73,29,18
1130,2021-06-01,EAST,94,50,165,120,67,26,17
1131,2021-06-02,EAST,89,52,157,113,70,24,18
1132,2021-06-03,EAST,80,50,154,104,65,24,15
1133,2021-06-04,EAST,77,49,140,101,61,24,12
1134,2021-06-05,EAST,76,48,135,101,59,25,11
1135,2021-06-06,EAST,74,49,110,100,57,26,8
1136,2021-06-07,EAST,72,46,119,96,56,24,10
1137,2021-06-08,EAST,67,41,116,93,50,26,9
1138,2021-06-09,EAST,67,45,100,90,52,23,7
1139,2021-06-10,EAST,64,39,86,89,46,25,7
1140,2021-06-11,EAST,65,41,73,85,47,20,6
1141,2021-06-12,EAST,58,34,71,82,43,24,9
1142,2021-06-13,EAST,62,38,70,81,45,19,7
1143,2021-06-14,EAST,59,37,76,76,45,17,8
1144,2021-06-15,EAST,51,31,78,67,38,16,7
1145,2021-06-16,EAST,49,35,78,68,42,19,7
1146,2021-06-17,EAST,45,30,73,63,36,18,6
1147,2021-06-18,EAST,44,27,70,59,34,15,7
1148,2021-06-19,EAST,43,26,66,59,32,16,6
1149,2021-06-20,EAST,38,22,58,54,28,16,6
1150,2021-06-21,EAST,40,22,62,53,27,13,5
1151,2021-06-22,EAST,34,18,55,49,23,15,5
1152,2021-06-23,EAST,30,16,55,42,21,12,5
1153,2021-06-24,EAST,28,14,49,43,18,15,4
1154,2021-06-25,EAST,22,12,49,39,18,17,6
1155,2021-06-26,EAST,23,12,51,39,16,16,4
1156,2021-06-27,EAST,25,9,41,40,13,15,4
1157,2021-06-28,EAST,24,11,40,40,16,16,5
1158,2021-06-29,EAST,20,9,38,37,14,17,5
1159,2021-06-30,EAST,17,9,34,33,15,16,6
1566,2020-09-05,NORTH,0,0,0,0,0,0,0
1160,2021-07-01,EAST,16,9,32,29,15,13,6
1161,2021-07-02,EAST,18,8,42,33,13,15,5
1162,2021-07-03,EAST,17,7,39,31,11,14,4
1163,2021-07-04,EAST,17,8,32,29,12,12,4
1164,2021-07-05,EAST,14,9,27,25,13,11,4
1165,2021-07-06,EAST,15,10,27,26,15,11,5
1166,2021-07-07,EAST,14,9,32,25,14,11,5
1167,2021-07-08,EAST,12,7,33,20,12,8,5
1168,2021-07-09,EAST,13,6,34,20,9,7,3
1169,2021-07-10,EAST,9,6,24,17,10,8,4
1170,2021-07-11,EAST,10,7,26,17,9,7,2
1171,2021-07-12,EAST,12,6,31,19,9,7,3
1172,2021-07-13,EAST,12,5,30,18,7,6,2
1173,2021-07-14,EAST,12,6,33,17,8,5,2
1174,2021-07-15,EAST,11,6,33,13,7,2,1
1175,2021-07-16,EAST,9,6,26,11,8,2,2
1176,2021-07-17,EAST,10,7,21,12,8,2,1
1177,2021-07-18,EAST,9,4,20,12,5,3,1
1178,2021-07-19,EAST,9,5,21,12,6,3,1
1179,2021-07-20,EAST,10,7,22,13,9,3,2
1180,2021-07-21,EAST,10,4,22,13,6,3,2
1181,2021-07-22,EAST,10,4,21,13,6,3,2
1182,2021-07-23,EAST,11,4,18,14,6,3,2
1183,2021-07-24,EAST,11,5,18,14,7,3,2
1184,2021-07-25,EAST,11,5,18,14,7,3,2
1185,2021-07-26,EAST,10,4,15,13,5,3,1
1186,2021-07-27,EAST,8,3,15,11,4,3,1
1187,2021-07-28,EAST,5,5,13,8,7,3,2
1188,2021-07-29,EAST,5,4,15,7,5,2,1
1189,2021-07-30,EAST,5,5,13,8,5,3,0
1190,2021-07-31,EAST,5,5,12,7,5,2,0
1191,2021-08-01,EAST,4,3,10,6,3,2,0
1192,2021-08-02,EAST,5,3,9,6,3,1,0
1193,2021-08-03,EAST,5,2,8,5,2,0,0
1194,2021-08-04,EAST,5,4,10,5,4,0,0
1195,2021-08-05,EAST,6,4,9,6,4,0,0
1196,2021-08-06,EAST,7,4,9,7,4,0,0
1197,2021-08-07,EAST,8,5,11,8,5,0,0
1198,2021-08-08,EAST,8,4,10,8,4,0,0
1199,2021-08-09,EAST,9,3,12,10,3,1,0
1200,2021-08-10,EAST,9,4,13,10,4,1,0
1201,2021-08-11,EAST,9,6,10,10,6,1,0
1202,2021-08-12,EAST,8,6,15,8,6,0,0
1203,2021-08-13,EAST,9,4,12,9,4,0,0
1204,2021-08-14,EAST,8,3,10,8,3,0,0
1205,2021-08-15,EAST,9,4,11,9,4,0,0
1206,2021-08-16,EAST,10,2,8,10,2,0,0
1207,2021-08-17,EAST,12,5,11,12,5,0,0
1208,2021-08-18,EAST,12,4,14,12,4,0,0
1209,2021-08-19,EAST,14,5,13,14,5,0,0
1210,2021-08-20,EAST,15,6,16,15,6,0,0
1211,2021-08-21,EAST,15,5,17,15,5,0,0
1212,2021-08-22,EAST,15,4,22,15,4,0,0
1213,2021-08-23,EAST,16,5,30,17,5,1,0
1214,2021-08-24,EAST,16,5,25,17,5,1,0
1215,2021-08-25,EAST,17,5,24,19,5,2,0
1216,2021-08-26,EAST,18,6,21,20,6,2,0
1217,2021-08-27,EAST,17,6,23,18,6,1,0
1218,2021-08-28,EAST,17,6,25,17,6,0,0
1219,2021-08-29,EAST,17,6,24,17,6,0,0
1220,2021-08-30,EAST,17,6,29,17,6,0,0
1221,2021-08-31,EAST,19,5,30,19,5,0,0
1222,2021-09-01,EAST,17,5,30,18,5,1,0
1223,2021-09-02,EAST,16,8,31,17,8,1,0
1224,2021-09-03,EAST,17,6,37,18,6,1,0
1225,2021-09-04,EAST,19,7,37,19,7,0,0
1226,2021-09-05,EAST,22,9,39,23,10,1,1
1227,2021-09-06,EAST,23,10,43,24,11,1,1
1228,2021-09-07,EAST,24,10,42,25,11,1,1
1229,2021-09-08,EAST,24,9,42,25,10,1,1
1230,2021-09-09,EAST,22,10,42,23,11,1,1
1231,2021-09-10,EAST,21,9,35,22,10,1,1
1232,2021-09-11,EAST,22,10,39,23,11,1,1
1233,2021-09-12,EAST,21,10,39,22,11,1,1
1234,2021-09-13,EAST,22,11,34,23,11,1,0
1235,2021-09-14,EAST,26,11,34,27,11,1,0
1236,2021-09-15,EAST,27,15,36,28,16,1,1
1237,2021-09-16,EAST,26,10,37,27,11,1,1
1238,2021-09-17,EAST,30,20,41,31,21,1,1
1239,2021-09-18,EAST,26,17,38,27,18,1,1
1240,2021-09-19,EAST,27,21,29,28,22,1,1
1241,2021-09-20,EAST,27,20,32,28,21,1,1
1242,2021-09-21,EAST,28,17,33,31,19,3,2
1243,2021-09-22,EAST,32,18,32,35,19,3,1
1244,2021-09-23,EAST,31,17,37,34,19,3,2
1245,2021-09-24,EAST,33,19,38,36,20,3,1
1246,2021-09-25,EAST,29,16,41,32,17,3,1
1247,2021-09-26,EAST,30,16,33,32,17,2,1
1248,2021-09-27,EAST,34,22,36,38,24,4,2
1249,2021-09-28,EAST,31,20,42,35,21,4,1
1250,2021-09-29,EAST,29,23,44,32,26,3,3
1251,2021-09-30,EAST,29,20,39,32,23,3,3
1252,2021-10-01,EAST,27,20,46,30,23,3,3
1253,2021-10-02,EAST,28,19,48,31,22,3,3
1254,2021-10-03,EAST,30,20,43,34,23,4,3
1255,2021-10-04,EAST,31,20,45,34,22,3,2
1256,2021-10-05,EAST,30,20,46,33,22,3,2
1257,2021-10-06,EAST,29,17,44,32,19,3,2
1258,2021-10-07,EAST,27,14,42,30,16,3,2
1259,2021-10-08,EAST,30,17,41,32,18,2,1
1260,2021-10-09,EAST,31,16,42,33,17,2,1
1261,2021-10-10,EAST,30,17,37,33,19,3,2
1262,2021-10-11,EAST,31,17,33,35,18,4,1
1263,2021-10-12,EAST,30,18,30,33,19,3,1
1264,2021-10-13,EAST,30,17,40,33,18,3,1
1265,2021-10-14,EAST,30,16,44,34,18,4,2
1266,2021-10-15,EAST,30,15,42,35,17,5,2
1267,2021-10-16,EAST,30,19,37,35,22,5,3
1268,2021-10-17,EAST,29,15,35,33,17,4,2
1269,2021-10-18,EAST,30,17,42,34,19,4,2
1270,2021-10-19,EAST,28,17,47,31,19,3,2
1271,2021-10-20,EAST,27,17,47,29,19,2,2
1272,2021-10-21,EAST,27,16,54,29,18,2,2
1273,2021-10-22,EAST,26,14,43,28,16,2,2
1274,2021-10-23,EAST,25,13,49,28,16,3,3
1275,2021-10-24,EAST,24,14,44,28,17,4,3
1276,2021-10-25,EAST,24,13,42,28,16,4,3
1277,2021-10-26,EAST,24,11,36,28,14,4,3
1278,2021-10-27,EAST,24,16,29,28,18,4,2
1279,2021-10-28,EAST,25,17,27,29,20,4,3
1280,2021-10-29,EAST,23,14,29,27,16,4,2
1281,2021-10-30,EAST,23,15,33,26,18,3,3
1282,2021-10-31,EAST,22,13,40,25,15,3,2
1283,2021-11-01,EAST,20,12,43,23,14,3,2
1284,2021-11-02,EAST,21,10,40,24,12,3,2
1285,2021-11-03,EAST,21,10,44,24,12,3,2
1286,2021-11-04,EAST,22,11,39,25,13,3,2
1287,2021-11-05,EAST,22,8,40,26,11,4,3
1288,2021-11-06,EAST,21,9,17,24,12,3,3
1289,2021-11-07,EAST,20,11,31,23,14,3,3
1290,2021-11-08,EAST,21,9,36,25,11,4,2
1291,2021-11-09,EAST,22,8,45,26,11,4,3
1292,2021-11-10,EAST,25,8,44,29,9,4,1
1293,2021-11-11,EAST,25,8,51,29,10,4,2
1294,2021-11-12,EAST,25,10,54,29,12,4,2
1295,2021-11-13,EAST,23,9,58,27,11,4,2
1296,2021-11-14,EAST,22,9,66,26,10,4,1
1297,2021-11-15,EAST,23,10,57,27,12,4,2
1298,2021-11-16,EAST,21,11,58,24,13,3,2
1299,2021-11-17,EAST,20,12,46,23,14,3,2
1300,2021-11-18,EAST,20,12,48,23,14,3,2
1301,2021-11-19,EAST,19,10,46,22,11,3,1
1302,2021-11-20,EAST,20,11,46,23,13,3,2
1303,2021-11-21,EAST,21,12,43,24,14,3,2
1304,2021-11-22,EAST,20,11,42,23,13,3,2
1305,2021-11-23,EAST,22,13,50,25,15,3,2
1306,2021-11-24,EAST,24,15,54,27,17,3,2
1307,2021-11-25,EAST,24,15,50,28,18,4,3
1308,2021-11-26,EAST,24,12,55,29,15,5,3
1309,2021-11-27,EAST,23,13,50,28,16,5,3
1310,2021-11-28,EAST,25,14,49,30,17,5,3
1311,2021-11-29,EAST,26,12,61,31,15,5,3
1312,2021-11-30,EAST,28,13,63,31,16,3,3
1313,2021-12-01,EAST,33,14,61,36,17,3,3
1314,2021-12-02,EAST,34,16,59,37,19,3,3
1315,2021-12-03,EAST,26,13,58,30,15,4,2
1316,2021-12-04,EAST,34,17,56,38,19,4,2
1317,2021-12-05,EAST,31,15,65,36,19,5,4
1318,2021-12-06,EAST,31,17,60,35,21,4,4
1319,2021-12-07,EAST,33,16,67,37,19,4,3
1320,2021-12-08,EAST,31,13,63,36,17,5,4
1321,2021-12-09,EAST,28,14,58,32,18,4,4
1322,2021-12-10,EAST,27,16,62,32,19,5,3
1323,2021-12-11,EAST,28,17,60,33,21,5,4
1324,2021-12-12,EAST,31,17,77,36,20,5,3
1325,2021-12-13,EAST,32,17,96,37,21,5,4
1326,2021-12-14,EAST,30,19,77,36,23,6,4
1327,2021-12-15,EAST,29,20,78,36,23,7,3
1328,2021-12-16,EAST,29,19,48,36,21,7,2
1329,2021-12-17,EAST,30,21,62,36,23,6,2
1330,2021-12-18,EAST,27,20,82,33,22,6,2
1331,2021-12-19,EAST,29,23,67,32,24,3,1
1332,2021-12-20,EAST,29,23,67,32,25,3,2
1333,2021-12-21,EAST,30,23,77,33,24,3,1
1334,2021-12-22,EAST,31,23,74,35,24,4,1
1335,2021-12-23,EAST,32,20,83,35,21,3,1
1336,2021-12-24,EAST,29,18,88,31,19,2,1
1337,2021-12-25,EAST,27,14,82,30,15,3,1
1338,2021-12-26,EAST,26,14,94,29,15,3,1
1339,2021-12-27,EAST,27,16,107,31,18,4,2
1340,2021-12-28,EAST,31,15,144,35,18,4,3
1341,2021-12-29,EAST,30,13,154,34,16,4,3
1342,2021-12-30,EAST,37,15,179,41,18,4,3
1343,2021-12-31,EAST,42,14,207,46,16,4,2
1344,2022-01-01,EAST,44,14,254,48,15,4,1
1345,2022-01-02,EAST,42,15,285,46,16,4,1
1346,2022-01-03,EAST,44,17,318,48,17,4,0
1347,2022-01-04,EAST,48,21,387,52,21,4,0
1348,2022-01-05,EAST,49,18,420,53,18,4,0
1349,2022-01-06,EAST,49,24,457,53,25,4,1
1350,2022-01-07,EAST,56,32,510,60,33,4,1
1351,2022-01-08,EAST,76,40,564,80,41,4,1
1352,2022-01-09,EAST,83,47,620,88,48,5,1
1353,2022-01-10,EAST,97,49,705,101,50,4,1
1354,2022-01-11,EAST,110,53,730,114,54,4,1
1355,2022-01-12,EAST,116,52,719,121,54,5,2
1356,2022-01-13,EAST,112,51,822,115,52,3,1
1357,2022-01-14,EAST,119,57,854,121,58,2,1
1358,2022-01-15,EAST,123,61,897,125,62,2,1
1359,2022-01-16,EAST,123,65,888,125,66,2,1
1360,2022-01-17,EAST,123,66,917,124,66,1,0
1361,2022-01-18,EAST,120,63,958,121,63,1,0
1362,2022-01-19,EAST,118,60,926,119,60,1,0
1363,2022-01-20,EAST,121,49,886,123,49,2,0
1364,2022-01-21,EAST,119,63,871,122,64,3,1
1365,2022-01-22,EAST,126,74,885,131,75,5,1
1366,2022-01-23,EAST,131,80,867,136,81,5,1
1367,2022-01-24,EAST,127,75,861,133,77,6,2
1368,2022-01-25,EAST,127,75,857,134,77,7,2
1369,2022-01-26,EAST,128,75,821,132,77,4,2
1370,2022-01-27,EAST,121,67,803,127,68,6,1
1371,2022-01-28,EAST,133,76,800,138,78,5,2
1372,2022-01-29,EAST,120,77,776,126,80,6,3
1373,2022-01-30,EAST,126,56,750,133,59,7,3
1374,2022-01-31,EAST,121,60,727,126,61,5,1
1375,2022-02-01,EAST,118,63,746,123,66,5,3
1376,2022-02-02,EAST,113,63,648,117,67,4,4
1377,2022-02-03,EAST,108,72,630,113,76,5,4
1378,2022-02-04,EAST,107,65,612,112,67,5,2
1379,2022-02-05,EAST,102,48,578,108,50,6,2
1380,2022-02-06,EAST,98,55,516,104,59,6,4
1381,2022-02-07,EAST,105,58,527,109,60,4,2
1382,2022-02-08,EAST,102,62,530,106,64,4,2
1383,2022-02-09,EAST,99,61,481,106,63,7,2
1384,2022-02-10,EAST,94,56,428,102,60,8,4
1385,2022-02-11,EAST,90,56,431,98,60,8,4
1386,2022-02-12,EAST,82,53,412,91,57,9,4
1387,2022-02-13,EAST,76,40,340,87,44,11,4
1388,2022-02-14,EAST,74,42,343,83,47,9,5
1389,2022-02-15,EAST,71,42,383,83,49,12,7
1390,2022-02-16,EAST,64,40,349,77,47,13,7
1391,2022-02-17,EAST,62,44,344,75,51,13,7
1392,2022-02-18,EAST,62,37,315,76,41,14,4
1393,2022-02-19,EAST,61,43,309,74,50,13,7
1394,2022-02-20,EAST,61,39,271,71,46,10,7
1395,2022-02-21,EAST,63,39,280,73,46,10,7
1396,2022-02-22,EAST,61,31,278,72,39,11,8
1397,2022-02-23,EAST,62,36,282,73,42,11,6
1398,2022-02-24,EAST,57,36,264,67,43,10,7
1399,2022-02-25,EAST,57,31,251,67,37,10,6
1400,2022-02-26,EAST,59,28,247,67,33,8,5
1401,2022-02-27,EAST,54,34,232,62,39,8,5
1402,2022-02-28,EAST,52,27,218,60,32,8,5
1403,2022-03-01,EAST,53,26,209,60,31,7,5
1404,2022-03-02,EAST,53,32,189,61,37,8,5
1405,2022-03-03,EAST,49,24,198,58,28,9,4
1406,2022-03-04,EAST,49,23,198,59,28,10,5
1407,2022-03-05,EAST,47,20,192,56,24,9,4
1408,2022-03-06,EAST,46,22,153,55,27,9,5
1409,2022-03-07,EAST,44,27,162,56,35,12,8
1410,2022-03-08,EAST,44,24,166,58,30,14,6
1411,2020-04-02,NORTH,0,0,4,0,0,0,0
1412,2020-04-03,NORTH,3,1,8,0,0,0,0
1413,2020-04-04,NORTH,3,1,11,0,0,0,0
1414,2020-04-05,NORTH,4,1,7,0,0,0,0
1415,2020-04-06,NORTH,3,1,9,0,0,0,0
1416,2020-04-07,NORTH,3,1,10,0,0,0,0
1417,2020-04-08,NORTH,4,1,9,0,0,0,0
1418,2020-04-09,NORTH,5,1,11,0,0,0,0
1419,2020-04-10,NORTH,5,1,12,0,0,0,0
1420,2020-04-11,NORTH,4,2,12,0,0,0,0
1421,2020-04-12,NORTH,4,1,12,0,0,0,0
1422,2020-04-13,NORTH,4,1,12,0,0,0,0
1423,2020-04-14,NORTH,3,1,13,0,0,0,0
1424,2020-04-15,NORTH,3,2,13,0,0,0,0
1425,2020-04-16,NORTH,3,2,9,0,0,0,0
1426,2020-04-17,NORTH,3,3,9,0,0,0,0
1427,2020-04-18,NORTH,3,3,7,0,0,0,0
1428,2020-04-19,NORTH,3,3,10,0,0,0,0
1429,2020-04-20,NORTH,4,4,9,0,0,0,0
1430,2020-04-21,NORTH,4,3,9,0,0,0,0
1431,2020-04-22,NORTH,4,3,11,0,0,0,0
1432,2020-04-23,NORTH,4,4,13,0,0,0,0
1433,2020-04-24,NORTH,3,3,12,0,0,0,0
1434,2020-04-25,NORTH,3,3,11,0,0,0,0
1435,2020-04-26,NORTH,3,2,11,0,0,0,0
1436,2020-04-27,NORTH,3,2,12,0,0,0,0
1437,2020-04-28,NORTH,2,1,13,0,0,0,0
1438,2020-04-29,NORTH,2,1,10,0,0,0,0
1439,2020-04-30,NORTH,2,1,9,0,0,0,0
1440,2020-05-01,NORTH,2,1,10,2,1,0,0
1441,2020-05-02,NORTH,2,1,10,2,1,0,0
1442,2020-05-03,NORTH,3,1,11,3,1,0,0
1443,2020-05-04,NORTH,3,1,11,3,1,0,0
