_id,report_date,previous_day_total_doses_administered,previous_day_at_least_one,previous_day_fully_vaccinated,previous_day_3doses,total_doses_administered,total_individuals_at_least_one,total_individuals_partially_vaccinated,total_doses_in_fully_vaccinated_individuals,total_individuals_fully_vaccinated,total_individuals_3doses
1,2020-12-24T00:00:00,,,,,10756,,,,,
2,2020-12-30T00:00:00,7847.0,,,,18603,,,,,
3,2020-12-31T00:00:00,4899.0,,,,23502,,,,,
4,2021-01-01T00:00:00,5385.0,,,,28887,,,,,
5,2021-01-02T00:00:00,4304.0,,,,33191,,,,,
6,2021-01-03T00:00:00,4360.0,,,,37551,,,,,
7,2021-01-04T00:00:00,4868.0,,,,42419,,,,,
8,2021-01-05T00:00:00,7611.0,,,,50030,,,,,
9,2021-01-06T00:00:00,10350.0,,,,60380,59950.0,,860.0,430.0,
10,2021-01-07T00:00:00,12251.0,11594.0,657.0,,72631,71544.0,,2173.0,1087.0,
11,2021-01-08T00:00:00,14932.0,13992.0,940.0,,87563,85536.0,,4053.0,2027.0,
12,2021-01-09T00:00:00,15700.0,14787.0,913.0,,103263,100323.0,,5880.0,2940.0,
13,2021-01-10T00:00:00,9983.0,9981.0,2.0,,113246,110304.0,,5884.0,2942.0,
14,2021-01-11T00:00:00,8859.0,8859.0,0.0,,122105,119163.0,,5884.0,2942.0,
15,2021-01-12T00:00:00,11448.0,11367.0,81.0,,133553,130530.0,,6046.0,3023.0,
16,2021-01-13T00:00:00,11231.0,9865.0,1366.0,,144784,140395.0,,8778.0,4389.0,
17,2021-01-14T00:00:00,14237.0,11979.0,2258.0,,159021,152374.0,,13293.0,6647.0,
18,2021-01-15T00:00:00,15609.0,13709.0,1900.0,,174630,166083.0,,17094.0,8547.0,
19,2021-01-16T00:00:00,14460.0,13340.0,1120.0,,189090,179423.0,,19333.0,9667.0,
20,2021-01-17T00:00:00,11007.0,9817.0,1190.0,,200097,189240.0,,21714.0,10857.0,
21,2021-01-18T00:00:00,9691.0,9672.0,19.0,,209788,198912.0,,21752.0,10876.0,
22,2021-01-19T00:00:00,14346.0,12417.0,1929.0,,224134,211329.0,,25609.0,12805.0,
23,2021-01-20T00:00:00,13784.0,10408.0,3376.0,,237918,221737.0,,32361.0,16181.0,
24,2021-01-21T00:00:00,15899.0,11967.0,3932.0,,253817,233704.0,,40225.0,20113.0,
25,2021-01-22T00:00:00,11168.0,6635.0,4533.0,,264985,240339.0,,49292.0,24646.0,
26,2021-01-23T00:00:00,11161.0,6853.0,4308.0,,276146,247192.0,,57907.0,28954.0,
27,2021-01-24T00:00:00,4427.0,1940.0,2487.0,,280573,249132.0,,62881.0,31441.0,
28,2021-01-25T00:00:00,5537.0,1350.0,4187.0,,286110,250482.0,,71256.0,35628.0,
29,2021-01-26T00:00:00,9707.0,3692.0,6015.0,,295817,254174.0,,83285.0,41643.0,
30,2021-01-27T00:00:00,9513.0,2926.0,6587.0,,305330,257100.0,,96459.0,48230.0,
31,2021-01-28T00:00:00,11910.0,4854.0,7056.0,,317240,261954.0,,110571.0,55286.0,
32,2021-01-29T00:00:00,10215.0,3822.0,6393.0,,327455,265776.0,,123357.0,61679.0,
33,2021-01-30T00:00:00,9373.0,3265.0,6108.0,,336828,269041.0,,135574.0,67787.0,
34,2021-01-31T00:00:00,2816.0,1754.0,1062.0,,339644,270795.0,,137698.0,68849.0,
35,2021-02-01T00:00:00,2256.0,812.0,1444.0,,341900,271607.0,,140585.0,70293.0,
36,2021-02-02T00:00:00,2715.0,951.0,1764.0,,344615,272558.0,,144113.0,72057.0,
37,2021-02-03T00:00:00,3716.0,779.0,2937.0,,348331,273337.0,,149987.0,74994.0,
38,2021-02-04T00:00:00,6724.0,741.0,5983.0,,355055,274078.0,,161954.0,80977.0,
39,2021-02-05T00:00:00,7694.0,840.0,6854.0,,362749,274918.0,,175662.0,87831.0,
40,2021-02-06T00:00:00,9917.0,1175.0,8742.0,,372666,276093.0,,193146.0,96573.0,
41,2021-02-07T00:00:00,6518.0,1347.0,5171.0,,379184,277440.0,,203487.0,101744.0,
42,2021-02-08T00:00:00,6987.0,2568.0,4419.0,,386171,280008.0,,212326.0,106163.0,
43,2021-02-09T00:00:00,12462.0,3096.0,9366.0,,398633,283104.0,,231058.0,115529.0,
44,2021-02-10T00:00:00,13486.0,3290.0,10196.0,,412119,286394.0,,251449.0,125725.0,
45,2021-02-11T00:00:00,14717.0,3454.0,11263.0,,426836,289848.0,,273975.0,136988.0,
46,2021-02-12T00:00:00,15605.0,1311.0,14294.0,,442441,291159.0,,302563.0,151282.0,
47,2021-02-13T00:00:00,14506.0,1481.0,13025.0,,456947,292640.0,,328614.0,164307.0,
48,2021-02-14T00:00:00,10679.0,343.0,10336.0,,467626,292983.0,,349286.0,174643.0,
49,2021-02-15T00:00:00,7698.0,204.0,7494.0,,475324,293187.0,,364274.0,182137.0,
50,2021-02-16T00:00:00,5053.0,256.0,4797.0,,480377,293443.0,,373867.0,186934.0,
51,2021-02-17T00:00:00,9107.0,675.0,8432.0,,489484,294118.0,,390731.0,195366.0,
52,2021-02-18T00:00:00,12383.0,1947.0,10436.0,,501867,296065.0,,411604.0,205802.0,
53,2021-02-19T00:00:00,16967.0,5054.0,11913.0,,518834,301119.0,,435429.0,217715.0,
54,2021-02-20T00:00:00,21295.0,9859.0,11436.0,,540129,310978.0,,458301.0,229151.0,
55,2021-02-21T00:00:00,16404.0,9633.0,6771.0,,556533,320611.0,,471843.0,235922.0,
56,2021-02-22T00:00:00,12922.0,8175.0,4747.0,,569455,328786.0,,481337.0,240669.0,
57,2021-02-23T00:00:00,16252.0,9879.0,6373.0,,585707,338665.0,,494083.0,247042.0,
58,2021-02-24T00:00:00,17141.0,12593.0,4548.0,,602848,351258.0,,503180.0,251590.0,
59,2021-02-25T00:00:00,19112.0,15253.0,3859.0,,621960,366511.0,,510897.0,255449.0,
60,2021-02-26T00:00:00,21805.0,19240.0,2565.0,,643765,385751.0,,516028.0,258014.0,
61,2021-02-27T00:00:00,24339.0,21381.0,2958.0,,668104,407132.0,,521943.0,260972.0,
62,2021-02-28T00:00:00,19167.0,18036.0,1131.0,,687271,425168.0,,524205.0,262103.0,
63,2021-03-01T00:00:00,17424.0,16313.0,1111.0,,704695,441481.0,,526427.0,263214.0,
64,2021-03-02T00:00:00,22326.0,20644.0,1682.0,,727021,462125.0,,529792.0,264896.0,
65,2021-03-03T00:00:00,27398.0,25584.0,1814.0,,754419,487709.0,,533420.0,266710.0,
66,2021-03-04T00:00:00,30409.0,29001.0,1408.0,,784828,516710.0,,536235.0,268118.0,
67,2021-03-05T00:00:00,35886.0,34941.0,945.0,,820714,551651.0,,538126.0,269063.0,
68,2021-03-06T00:00:00,39698.0,38136.0,1562.0,,860412,589787.0,,541250.0,270625.0,
69,2021-03-07T00:00:00,30192.0,29010.0,1182.0,,890604,618797.0,,543614.0,271807.0,
70,2021-03-08T00:00:00,21882.0,20013.0,1869.0,,912486,638810.0,,547352.0,273676.0,
71,2021-03-09T00:00:00,31047.0,28530.0,2517.0,,943533,667340.0,,552385.0,276193.0,
72,2021-03-10T00:00:00,35264.0,32253.0,3011.0,,978797,699593.0,,558407.0,279204.0,
73,2021-03-11T00:00:00,40610.0,38100.0,2510.0,,1019407,737693.0,,563428.0,281714.0,
74,2021-03-12T00:00:00,43503.0,42469.0,1034.0,,1062910,780162.0,,565495.0,282748.0,
75,2021-03-13T00:00:00,53586.0,51648.0,1938.0,,1116496,831810.0,,569371.0,284686.0,
76,2021-03-14T00:00:00,41859.0,40930.0,929.0,,1158355,872740.0,,571229.0,285615.0,
77,2021-03-15T00:00:00,33198.0,31530.0,1668.0,,1191553,904270.0,,574566.0,287283.0,
78,2021-03-16T00:00:00,51579.0,49944.0,1635.0,,1243132,954214.0,,577836.0,288918.0,
79,2021-03-17T00:00:00,58202.0,56461.0,1741.0,,1301334,1010675.0,,581318.0,290659.0,
80,2021-03-18T00:00:00,58119.0,56509.0,1610.0,,1359453,1067184.0,,584537.0,292269.0,
81,2021-03-19T00:00:00,61146.0,58666.0,2480.0,,1420599,1125850.0,,589498.0,294749.0,
82,2021-03-20T00:00:00,60283.0,57898.0,2385.0,,1480882,1183748.0,,594267.0,297134.0,
83,2021-03-21T00:00:00,40823.0,39408.0,1415.0,,1521705,1223156.0,,597098.0,298549.0,
84,2021-03-22T00:00:00,31335.0,30587.0,748.0,,1553040,1253743.0,,598594.0,299297.0,
85,2021-03-23T00:00:00,50659.0,48913.0,1746.0,,1603699,1302656.0,,602086.0,301043.0,
86,2021-03-24T00:00:00,72451.0,70830.0,1621.0,,1676150,1373486.0,,605328.0,302664.0,
87,2021-03-25T00:00:00,79446.0,77724.0,1722.0,,1755596,1451210.0,,608771.0,304386.0,
88,2021-03-26T00:00:00,82996.0,81009.0,1987.0,,1838592,1532219.0,,612746.0,306373.0,
89,2021-03-27T00:00:00,77740.0,75812.0,1928.0,,1916332,1608031.0,,616602.0,308301.0,
90,2021-03-28T00:00:00,64950.0,63966.0,984.0,,1981282,1671997.0,,618570.0,309285.0,
91,2021-03-29T00:00:00,50453.0,48490.0,1963.0,,2031735,1720487.0,,622495.0,311248.0,
92,2021-03-30T00:00:00,70645.0,68004.0,2641.0,,2102380,1788491.0,,627778.0,313889.0,
93,2021-03-31T00:00:00,89873.0,87942.0,1931.0,,2192253,1876433.0,,631639.0,315820.0,
94,2021-04-01T00:00:00,84060.0,82165.0,1895.0,,2276313,1958598.0,,635430.0,317715.0,
95,2021-04-02T00:00:00,88183.0,85548.0,2635.0,,2364496,2044146.0,,640700.0,320350.0,
96,2021-04-03T00:00:00,59567.0,58448.0,1119.0,,2424063,2102594.0,,642937.0,321469.0,
97,2021-04-04T00:00:00,69125.0,68546.0,579.0,,2493188,2171140.0,,644095.0,322048.0,
98,2021-04-05T00:00:00,52452.0,52303.0,149.0,,2545640,2223443.0,,644393.0,322197.0,
99,2021-04-06T00:00:00,76199.0,75248.0,951.0,,2621839,2298691.0,,646295.0,323148.0,
100,2021-04-07T00:00:00,104382.0,102747.0,1635.0,,2726221,2401438.0,,649566.0,324783.0,
101,2021-04-08T00:00:00,108563.0,106986.0,1577.0,,2834784,2508424.0,,652719.0,326360.0,
102,2021-04-09T00:00:00,105382.0,103144.0,2238.0,,2940166,2611568.0,,657719.0,328598.0,
103,2021-04-10T00:00:00,104783.0,102399.0,2384.0,,3044949,2713967.0,,661963.0,330982.0,
104,2021-04-11T00:00:00,94794.0,92626.0,2168.0,,3139743,2806593.0,,666299.0,333150.0,
105,2021-04-12T00:00:00,74722.0,74453.0,269.0,,3214465,2881046.0,,666838.0,333419.0,
106,2021-04-13T00:00:00,95692.0,93849.0,1843.0,,3310157,2974895.0,,670524.0,335262.0,
107,2021-04-14T00:00:00,112817.0,110873.0,1944.0,,3422974,3085768.0,,674411.0,337206.0,
108,2021-04-15T00:00:00,105430.0,103145.0,2285.0,,3528404,3188913.0,,678981.0,339491.0,
109,2021-04-16T00:00:00,115634.0,113192.0,2442.0,,3644038,3302105.0,,683866.0,341933.0,
110,2021-04-17T00:00:00,107278.0,104967.0,2311.0,,3751316,3407072.0,,688488.0,344244.0,
111,2021-04-18T00:00:00,86565.0,85499.0,1066.0,,3837881,3492571.0,,690620.0,345310.0,
112,2021-04-19T00:00:00,66897.0,66202.0,695.0,,3904778,3558773.0,,692010.0,346005.0,
113,2021-04-20T00:00:00,90409.0,88817.0,1592.0,,3995187,3647590.0,,695194.0,347597.0,
114,2021-04-21T00:00:00,136695.0,134896.0,1799.0,,4131882,3782486.0,,698791.0,349396.0,
115,2021-04-22T00:00:00,134920.0,132962.0,1958.0,,4266802,3915448.0,,702707.0,351354.0,
116,2021-04-23T00:00:00,133872.0,130018.0,3854.0,,4400674,4045466.0,,710416.0,355208.0,
117,2021-04-24T00:00:00,126694.0,123126.0,3568.0,,4527368,4168592.0,,717552.0,358776.0,
118,2021-04-25T00:00:00,99535.0,97957.0,1578.0,,4626903,4266549.0,,720708.0,360354.0,
119,2021-04-26T00:00:00,69308.0,68496.0,812.0,,4696211,4335045.0,,722332.0,361166.0,
120,2021-04-27T00:00:00,94819.0,93422.0,1397.0,,4791030,4428467.0,,725126.0,362563.0,
121,2021-04-28T00:00:00,116173.0,113570.0,2603.0,,4907203,4542037.0,,730332.0,365166.0,
122,2021-04-29T00:00:00,120567.0,117330.0,3237.0,,5027770,4659367.0,,736806.0,368403.0,
123,2021-04-30T00:00:00,112214.0,109507.0,2707.0,,5139984,4768874.0,,742220.0,371110.0,
124,2021-05-01T00:00:00,107700.0,105251.0,2449.0,,5247684,4874125.0,,747118.0,373559.0,
125,2021-05-02T00:00:00,76685.0,74964.0,1721.0,,5324369,4949089.0,,750560.0,375280.0,
126,2021-05-03T00:00:00,53880.0,53255.0,625.0,,5378249,5002344.0,,751810.0,375905.0,
127,2021-05-04T00:00:00,88871.0,86691.0,2180.0,,5467120,5089035.0,,756170.0,378085.0,
128,2021-05-05T00:00:00,132603.0,129565.0,3038.0,,5599723,5218600.0,,762246.0,381123.0,
129,2021-05-06T00:00:00,141038.0,137572.0,3466.0,,5740761,5356172.0,,769178.0,384589.0,
130,2021-05-07T00:00:00,144724.0,141829.0,2895.0,,5885485,5498001.0,,774968.0,387484.0,
131,2021-05-08T00:00:00,138125.0,134619.0,3506.0,,6023610,5632620.0,,781980.0,390990.0,
132,2021-05-09T00:00:00,121075.0,119230.0,1845.0,,6144685,5751850.0,,785670.0,392835.0,
133,2021-05-10T00:00:00,94093.0,93044.0,1049.0,,6238778,5844894.0,,787768.0,393884.0,
134,2021-05-11T00:00:00,112103.0,109200.0,2903.0,,6350881,5954094.0,,793574.0,396787.0,
135,2021-05-12T00:00:00,140785.0,135314.0,5471.0,,6491666,6089408.0,,804516.0,402258.0,
136,2021-05-13T00:00:00,137697.0,132355.0,5342.0,,6629363,6221763.0,,815200.0,407600.0,
137,2021-05-14T00:00:00,141765.0,133834.0,7931.0,,6771128,6355597.0,,831062.0,415531.0,
138,2021-05-15T00:00:00,154104.0,146675.0,7429.0,,6925232,6502272.0,,845920.0,422960.0,
139,2021-05-16T00:00:00,139583.0,132907.0,6676.0,,7064815,6635179.0,,859272.0,429636.0,
140,2021-05-17T00:00:00,112330.0,109206.0,3124.0,,7177145,6744385.0,,865520.0,432760.0,
141,2021-05-18T00:00:00,109032.0,99690.0,9342.0,,7286177,6844075.0,,884204.0,442102.0,
142,2021-05-19T00:00:00,145461.0,130779.0,14682.0,,7431638,6974854.0,,913568.0,456784.0,
143,2021-05-20T00:00:00,144986.0,128011.0,16975.0,,7576624,7102865.0,,947518.0,473759.0,
144,2021-05-21T00:00:00,158524.0,136526.0,21998.0,,7735148,7239391.0,,991514.0,495757.0,
145,2021-05-22T00:00:00,190129.0,165905.0,24224.0,,7925277,7405296.0,,1039962.0,519981.0,
146,2021-05-23T00:00:00,140330.0,128708.0,11622.0,,8065607,7534004.0,,1063206.0,531603.0,
147,2021-05-24T00:00:00,99108.0,92741.0,6367.0,,8164715,7626745.0,,1075940.0,537970.0,
148,2021-05-25T00:00:00,86927.0,80609.0,6318.0,,8251642,7707354.0,,1088576.0,544288.0,
149,2021-05-26T00:00:00,135308.0,110279.0,25029.0,,8386950,7817633.0,,1138634.0,569317.0,
150,2021-05-27T00:00:00,143748.0,118211.0,25537.0,,8530698,7935844.0,,1189708.0,594854.0,
151,2021-05-28T00:00:00,159775.0,129709.0,30066.0,,8690473,8065553.0,,1249840.0,624920.0,
152,2021-05-29T00:00:00,148972.0,114753.0,34219.0,,8839445,8180306.0,,1318278.0,659139.0,
153,2021-05-30T00:00:00,144833.0,116078.0,28755.0,,8984278,8296384.0,,1375788.0,687894.0,
154,2021-05-31T00:00:00,97747.0,78809.0,18938.0,,9082025,8375193.0,,1413664.0,706832.0,
155,2021-06-01T00:00:00,120195.0,87305.0,32890.0,,9202220,8462498.0,,1479444.0,739722.0,
156,2021-06-02T00:00:00,139901.0,98460.0,41441.0,,9342121,8560958.0,,1562326.0,781163.0,
157,2021-06-03T00:00:00,150884.0,97066.0,53818.0,,9493005,8658024.0,,1669962.0,834981.0,
158,2021-06-04T00:00:00,168322.0,107238.0,61084.0,,9661327,8765262.0,,1792130.0,896065.0,
159,2021-06-05T00:00:00,172855.0,105663.0,67192.0,,9834182,8870925.0,,1926514.0,963257.0,
160,2021-06-06T00:00:00,158393.0,90130.0,68263.0,,9992575,8961055.0,,2063040.0,1031520.0,
161,2021-06-07T00:00:00,116829.0,61544.0,55285.0,,10109404,9022599.0,,2173610.0,1086805.0,
162,2021-06-08T00:00:00,158209.0,70684.0,87525.0,,10267613,9093283.0,,2348660.0,1174330.0,
163,2021-06-09T00:00:00,177506.0,69160.0,108346.0,,10445119,9162443.0,,2565352.0,1282676.0,
164,2021-06-10T00:00:00,182350.0,65250.0,117100.0,,10627469,9227693.0,,2799552.0,1399776.0,
165,2021-06-11T00:00:00,199951.0,65985.0,133966.0,,10827420,9293678.0,,3067484.0,1533742.0,
166,2021-06-12T00:00:00,195032.0,61013.0,134019.0,,11022452,9354691.0,,3335522.0,1667761.0,
167,2021-06-13T00:00:00,186415.0,57394.0,129021.0,,11208867,9412085.0,,3593564.0,1796782.0,
168,2021-06-14T00:00:00,135574.0,38036.0,97538.0,,11344441,9450121.0,,3788640.0,1894320.0,
169,2021-06-15T00:00:00,184989.0,41558.0,143431.0,,11529430,9491679.0,,4075502.0,2037751.0,
170,2021-06-16T00:00:00,202984.0,42020.0,160964.0,,11732414,9533699.0,,4397430.0,2198715.0,
171,2021-06-17T00:00:00,210611.0,38291.0,172320.0,,11943025,9571990.0,,4742070.0,2371035.0,
172,2021-06-18T00:00:00,210638.0,34432.0,176206.0,,12153663,9606422.0,,5094482.0,2547241.0,
173,2021-06-19T00:00:00,213236.0,35175.0,178061.0,,12366899,9641597.0,,5450604.0,2725302.0,
174,2021-06-20T00:00:00,184251.0,35273.0,148978.0,,12551150,9676870.0,,5748560.0,2874280.0,
175,2021-06-21T00:00:00,118625.0,20205.0,98420.0,,12669775,9697075.0,,5945400.0,2972700.0,
176,2021-06-22T00:00:00,199535.0,26863.0,172672.0,,12869310,9723938.0,,6290744.0,3145372.0,
177,2021-06-23T00:00:00,227318.0,28946.0,198372.0,,13096628,9752884.0,,6687488.0,3343744.0,
178,2021-06-24T00:00:00,225188.0,26493.0,198695.0,,13321816,9779377.0,,7084878.0,3542439.0,
179,2021-06-25T00:00:00,246393.0,27611.0,218782.0,,13568209,9806988.0,,7522442.0,3761221.0,
180,2021-06-26T00:00:00,256260.0,29376.0,226884.0,,13824469,9836364.0,,7976210.0,3988105.0,
181,2021-06-27T00:00:00,202672.0,27156.0,175516.0,,14027141,9863520.0,,8327242.0,4163621.0,
182,2021-06-28T00:00:00,180369.0,19220.0,161149.0,,14207510,9882740.0,,8649540.0,4324770.0,
183,2021-06-29T00:00:00,265231.0,26532.0,238699.0,,14472741,9909272.0,,9126938.0,4563469.0,
184,2021-06-30T00:00:00,268397.0,23696.0,244701.0,,14741138,9932968.0,,9616340.0,4808170.0,
185,2021-07-01T00:00:00,267687.0,24647.0,243040.0,,15008825,9957615.0,,10102420.0,5051210.0,
186,2021-07-02T00:00:00,145674.0,10945.0,134729.0,,15154499,9968560.0,,10371878.0,5185939.0,
187,2021-07-03T00:00:00,210504.0,18937.0,191567.0,,15365003,9987497.0,,10755012.0,5377506.0,
188,2021-07-04T00:00:00,196068.0,18937.0,177131.0,,15561071,10006434.0,,11109274.0,5554637.0,
189,2021-07-05T00:00:00,144795.0,11955.0,132840.0,,15705866,10018389.0,,11374954.0,5687477.0,
190,2021-07-06T00:00:00,215719.0,19555.0,196164.0,,15921585,10037944.0,,11767282.0,5883641.0,
191,2021-07-07T00:00:00,204594.0,18588.0,186006.0,,16126179,10056532.0,,12139294.0,6069647.0,
192,2021-07-08T00:00:00,268884.0,25625.0,243259.0,,16395063,10082157.0,,12625812.0,6312906.0,
193,2021-07-09T00:00:00,224864.0,21810.0,203054.0,,16619927,10103967.0,,13031920.0,6515960.0,
194,2021-07-10T00:00:00,207507.0,20843.0,186664.0,,16827434,10124810.0,,13405248.0,6702624.0,
195,2021-07-11T00:00:00,170537.0,17215.0,153322.0,,16997971,10142025.0,,13711892.0,6855946.0,
196,2021-07-12T00:00:00,121653.0,11326.0,110327.0,,17119624,10153351.0,,13932546.0,6966273.0,
