_id,Date,Agegroup,At least one dose_cumulative,Second_dose_cumulative,fully_vaccinated_cumulative,third_dose_cumulative,Total population,Percent_at_least_one_dose,Percent_fully_vaccinated,Percent_3doses
1,2020-12-16,12-17yrs,0,0.0,,,951519,0.0,0.0,
2,2020-12-16,18-29yrs,45,0.0,,,2455535,0.0,0.0,
3,2020-12-16,30-39yrs,66,0.0,,,2056059,0.0,0.0,
4,2020-12-16,40-49yrs,98,0.0,,,1876583,0.0,0.0,
5,2020-12-16,50-59yrs,141,0.0,,,2060934,0.0,0.0,
6,2020-12-16,60-69yrs,65,0.0,,,1795046,0.0,0.0,
7,2020-12-16,70-79yrs,15,0.0,,,1159902,0.0,0.0,
8,2020-12-16,80+,0,0.0,,,679266,0.0,0.0,
9,2020-12-16,Adults_18plus,430,0.0,,,12083325,0.0,0.0,
10,2020-12-16,Ontario_12plus,430,0.0,,,13034844,0.0,0.0,
11,2020-12-16,Undisclosed_or_missing,0,0.0,,,0,,,
12,2020-12-17,12-17yrs,0,0.0,,,951519,0.0,0.0,
13,2020-12-17,18-29yrs,122,0.0,,,2455535,0.0,0.0,
14,2020-12-17,30-39yrs,181,0.0,,,2056059,0.0,0.0,
15,2020-12-17,40-49yrs,271,0.0,,,1876583,0.0,0.0,
16,2020-12-17,50-59yrs,329,0.0,,,2060934,0.0,0.0,
17,2020-12-17,60-69yrs,164,0.0,,,1795046,0.0,0.0,
18,2020-12-17,70-79yrs,26,0.0,,,1159902,0.0,0.0,
19,2020-12-17,80+,0,0.0,,,679266,0.0,0.0,
20,2020-12-17,Adults_18plus,1093,0.0,,,12083325,0.0,0.0,
21,2020-12-17,Ontario_12plus,1093,0.0,,,13034844,0.0001,0.0,
22,2020-12-17,Undisclosed_or_missing,0,0.0,,,0,,,
23,2020-12-18,12-17yrs,0,0.0,,,951519,0.0,0.0,
24,2020-12-18,18-29yrs,234,0.0,,,2455535,0.0,0.0,
25,2020-12-18,30-39yrs,352,0.0,,,2056059,0.0,0.0,
26,2020-12-18,40-49yrs,499,0.0,,,1876583,0.0,0.0,
27,2020-12-18,50-59yrs,601,0.0,,,2060934,0.0,0.0,
28,2020-12-18,60-69yrs,305,0.0,,,1795046,0.0,0.0,
29,2020-12-18,70-79yrs,48,0.0,,,1159902,0.0,0.0,
30,2020-12-18,80+,1,0.0,,,679266,0.0,0.0,
31,2020-12-18,Adults_18plus,2040,0.0,,,12083325,0.0,0.0,
32,2020-12-18,Ontario_12plus,2040,0.0,,,13034844,0.0002,0.0,
33,2020-12-18,Undisclosed_or_missing,0,0.0,,,0,,,
34,2020-12-19,12-17yrs,0,0.0,,,951519,0.0,0.0,
35,2020-12-19,18-29yrs,325,0.0,,,2455535,0.0,0.0,
36,2020-12-19,30-39yrs,490,0.0,,,2056059,0.0,0.0,
37,2020-12-19,40-49yrs,732,0.0,,,1876583,0.0,0.0,
38,2020-12-19,50-59yrs,880,0.0,,,2060934,0.0,0.0,
39,2020-12-19,60-69yrs,471,0.0,,,1795046,0.0,0.0,
40,2020-12-19,70-79yrs,69,0.0,,,1159902,0.0,0.0,
41,2020-12-19,80+,2,0.0,,,679266,0.0,0.0,
42,2020-12-19,Adults_18plus,2969,0.0,,,12083325,0.0,0.0,
43,2020-12-19,Ontario_12plus,2969,0.0,,,13034844,0.0002,0.0,
44,2020-12-19,Undisclosed_or_missing,0,0.0,,,0,,,
45,2020-12-20,12-17yrs,0,0.0,,,951519,0.0,0.0,
46,2020-12-20,18-29yrs,325,0.0,,,2455535,0.0,0.0,
47,2020-12-20,30-39yrs,490,0.0,,,2056059,0.0,0.0,
48,2020-12-20,40-49yrs,732,0.0,,,1876583,0.0,0.0,
49,2020-12-20,50-59yrs,880,0.0,,,2060934,0.0,0.0,
50,2020-12-20,60-69yrs,471,0.0,,,1795046,0.0,0.0,
51,2020-12-20,70-79yrs,69,0.0,,,1159902,0.0,0.0,
52,2020-12-20,80+,2,0.0,,,679266,0.0,0.0,
53,2020-12-20,Adults_18plus,2969,0.0,,,12083325,0.0,0.0,
54,2020-12-20,Ontario_12plus,2969,0.0,,,13034844,0.0002,0.0,
55,2020-12-20,Undisclosed_or_missing,0,0.0,,,0,,,
56,2020-12-21,12-17yrs,0,0.0,,,951519,0.0,0.0,
57,2020-12-21,18-29yrs,325,0.0,,,2455535,0.0,0.0,
58,2020-12-21,30-39yrs,490,0.0,,,2056059,0.0,0.0,
59,2020-12-21,40-49yrs,732,0.0,,,1876583,0.0,0.0,
60,2020-12-21,50-59yrs,880,0.0,,,2060934,0.0,0.0,
61,2020-12-21,60-69yrs,471,0.0,,,1795046,0.0,0.0,
62,2020-12-21,70-79yrs,69,0.0,,,1159902,0.0,0.0,
63,2020-12-21,80+,2,0.0,,,679266,0.0,0.0,
64,2020-12-21,Adults_18plus,2969,0.0,,,12083325,0.0,0.0,
65,2020-12-21,Ontario_12plus,2969,0.0,,,13034844,0.0002,0.0,
66,2020-12-21,Undisclosed_or_missing,0,0.0,,,0,,,
67,2020-12-22,12-17yrs,2,0.0,,,951519,0.0,0.0,
68,2020-12-22,18-29yrs,408,0.0,,,2455535,0.0,0.0,
69,2020-12-22,30-39yrs,566,0.0,,,2056059,0.0,0.0,
70,2020-12-22,40-49yrs,838,0.0,,,1876583,0.0,0.0,
71,2020-12-22,50-59yrs,1057,0.0,,,2060934,0.001,0.0,
72,2020-12-22,60-69yrs,563,0.0,,,1795046,0.0,0.0,
73,2020-12-22,70-79yrs,89,0.0,,,1159902,0.0,0.0,
74,2020-12-22,80+,3,0.0,,,679266,0.0,0.0,
75,2020-12-22,Adults_18plus,3524,0.0,,,12083325,0.0,0.0,
76,2020-12-22,Ontario_12plus,3526,0.0,,,13034844,0.0003,0.0,
77,2020-12-22,Undisclosed_or_missing,0,0.0,,,0,,,
78,2020-12-23,12-17yrs,6,0.0,,,951519,0.0,0.0,
79,2020-12-23,18-29yrs,688,0.0,,,2455535,0.0,0.0,
80,2020-12-23,30-39yrs,956,0.0,,,2056059,0.0,0.0,
81,2020-12-23,40-49yrs,1313,0.0,,,1876583,0.001,0.0,
82,2020-12-23,50-59yrs,1610,0.0,,,2060934,0.001,0.0,
83,2020-12-23,60-69yrs,891,0.0,,,1795046,0.0,0.0,
84,2020-12-23,70-79yrs,146,0.0,,,1159902,0.0,0.0,
85,2020-12-23,80+,115,0.0,,,679266,0.0,0.0,
86,2020-12-23,Adults_18plus,5719,0.0,,,12083325,0.0,0.0,
87,2020-12-23,Ontario_12plus,5725,0.0,,,13034844,0.0004,0.0,
88,2020-12-23,Undisclosed_or_missing,1,0.0,,,0,,,
89,2020-12-24,12-17yrs,12,0.0,,,951519,0.0,0.0,
90,2020-12-24,18-29yrs,1147,0.0,,,2455535,0.0,0.0,
91,2020-12-24,30-39yrs,1569,0.0,,,2056059,0.001,0.0,
92,2020-12-24,40-49yrs,2010,0.0,,,1876583,0.001,0.0,
93,2020-12-24,50-59yrs,2515,0.0,,,2060934,0.001,0.0,
94,2020-12-24,60-69yrs,1469,0.0,,,1795046,0.001,0.0,
95,2020-12-24,70-79yrs,262,0.0,,,1159902,0.0,0.0,
96,2020-12-24,80+,264,0.0,,,679266,0.0,0.0,
97,2020-12-24,Adults_18plus,9236,0.0,,,12083325,0.001,0.0,
98,2020-12-24,Ontario_12plus,9248,0.0,,,13034844,0.0007,0.0,
99,2020-12-24,Undisclosed_or_missing,3,0.0,,,0,,,
100,2020-12-25,12-17yrs,13,0.0,,,951519,0.0,0.0,
101,2020-12-25,18-29yrs,1357,0.0,,,2455535,0.001,0.0,
102,2020-12-25,30-39yrs,1888,0.0,,,2056059,0.001,0.0,
103,2020-12-25,40-49yrs,2468,0.0,,,1876583,0.001,0.0,
104,2020-12-25,50-59yrs,2980,0.0,,,2060934,0.001,0.0,
105,2020-12-25,60-69yrs,1738,0.0,,,1795046,0.001,0.0,
106,2020-12-25,70-79yrs,309,0.0,,,1159902,0.0,0.0,
107,2020-12-25,80+,315,0.0,,,679266,0.0,0.0,
108,2020-12-25,Adults_18plus,11055,0.0,,,12083325,0.001,0.0,
109,2020-12-25,Ontario_12plus,11068,0.0,,,13034844,0.0008,0.0,
110,2020-12-25,Undisclosed_or_missing,3,0.0,,,0,,,
111,2020-12-26,12-17yrs,13,0.0,,,951519,0.0,0.0,
112,2020-12-26,18-29yrs,1357,0.0,,,2455535,0.001,0.0,
113,2020-12-26,30-39yrs,1888,0.0,,,2056059,0.001,0.0,
114,2020-12-26,40-49yrs,2468,0.0,,,1876583,0.001,0.0,
115,2020-12-26,50-59yrs,2980,0.0,,,2060934,0.001,0.0,
116,2020-12-26,60-69yrs,1738,0.0,,,1795046,0.001,0.0,
117,2020-12-26,70-79yrs,309,0.0,,,1159902,0.0,0.0,
118,2020-12-26,80+,315,0.0,,,679266,0.0,0.0,
119,2020-12-26,Adults_18plus,11055,0.0,,,12083325,0.001,0.0,
120,2020-12-26,Ontario_12plus,11068,0.0,,,13034844,0.0008,0.0,
121,2020-12-26,Undisclosed_or_missing,3,0.0,,,0,,,
122,2020-12-27,12-17yrs,13,0.0,,,951519,0.0,0.0,
123,2020-12-27,18-29yrs,1357,0.0,,,2455535,0.001,0.0,
124,2020-12-27,30-39yrs,1888,0.0,,,2056059,0.001,0.0,
125,2020-12-27,40-49yrs,2468,0.0,,,1876583,0.001,0.0,
126,2020-12-27,50-59yrs,2980,0.0,,,2060934,0.001,0.0,
127,2020-12-27,60-69yrs,1738,0.0,,,1795046,0.001,0.0,
128,2020-12-27,70-79yrs,309,0.0,,,1159902,0.0,0.0,
129,2020-12-27,80+,315,0.0,,,679266,0.0,0.0,
130,2020-12-27,Adults_18plus,11055,0.0,,,12083325,0.001,0.0,
131,2020-12-27,Ontario_12plus,11068,0.0,,,13034844,0.0008,0.0,
132,2020-12-27,Undisclosed_or_missing,3,0.0,,,0,,,
133,2020-12-28,12-17yrs,13,0.0,,,951519,0.0,0.0,
134,2020-12-28,18-29yrs,1366,0.0,,,2455535,0.001,0.0,
135,2020-12-28,30-39yrs,1902,0.0,,,2056059,0.001,0.0,
136,2020-12-28,40-49yrs,2498,0.0,,,1876583,0.001,0.0,
137,2020-12-28,50-59yrs,3022,0.0,,,2060934,0.001,0.0,
138,2020-12-28,60-69yrs,1768,0.0,,,1795046,0.001,0.0,
139,2020-12-28,70-79yrs,321,0.0,,,1159902,0.0,0.0,
140,2020-12-28,80+,319,0.0,,,679266,0.0,0.0,
141,2020-12-28,Adults_18plus,11196,0.0,,,12083325,0.001,0.0,
142,2020-12-28,Ontario_12plus,11209,0.0,,,13034844,0.0009,0.0,
143,2020-12-28,Undisclosed_or_missing,3,0.0,,,0,,,
144,2020-12-29,12-17yrs,15,0.0,,,951519,0.0,0.0,
145,2020-12-29,18-29yrs,1566,0.0,,,2455535,0.001,0.0,
146,2020-12-29,30-39yrs,2241,0.0,,,2056059,0.001,0.0,
147,2020-12-29,40-49yrs,2996,0.0,,,1876583,0.002,0.0,
148,2020-12-29,50-59yrs,3650,0.0,,,2060934,0.002,0.0,
149,2020-12-29,60-69yrs,2195,0.0,,,1795046,0.001,0.0,
150,2020-12-29,70-79yrs,380,0.0,,,1159902,0.0,0.0,
151,2020-12-29,80+,328,0.0,,,679266,0.0,0.0,
152,2020-12-29,Adults_18plus,13356,0.0,,,12083325,0.001,0.0,
153,2020-12-29,Ontario_12plus,13371,0.0,,,13034844,0.001,0.0,
154,2020-12-29,Undisclosed_or_missing,4,0.0,,,0,,,
155,2020-12-30,12-17yrs,22,0.0,,,951519,0.0,0.0,
156,2020-12-30,18-29yrs,2100,0.0,,,2455535,0.001,0.0,
157,2020-12-30,30-39yrs,3038,0.0,,,2056059,0.001,0.0,
158,2020-12-30,40-49yrs,3988,0.0,,,1876583,0.002,0.0,
159,2020-12-30,50-59yrs,4799,0.0,,,2060934,0.002,0.0,
160,2020-12-30,60-69yrs,3021,0.0,,,1795046,0.002,0.0,
161,2020-12-30,70-79yrs,571,0.0,,,1159902,0.0,0.0,
162,2020-12-30,80+,402,0.0,,,679266,0.001,0.0,
163,2020-12-30,Adults_18plus,17919,0.0,,,12083325,0.001,0.0,
164,2020-12-30,Ontario_12plus,17941,0.0,,,13034844,0.0014,0.0,
165,2020-12-30,Undisclosed_or_missing,5,0.0,,,0,,,
166,2020-12-31,12-17yrs,29,0.0,,,951519,0.0,0.0,
167,2020-12-31,18-29yrs,2863,0.0,,,2455535,0.001,0.0,
168,2020-12-31,30-39yrs,4042,0.0,,,2056059,0.002,0.0,
169,2020-12-31,40-49yrs,5154,0.0,,,1876583,0.003,0.0,
170,2020-12-31,50-59yrs,6166,0.0,,,2060934,0.003,0.0,
171,2020-12-31,60-69yrs,3923,0.0,,,1795046,0.002,0.0,
172,2020-12-31,70-79yrs,740,0.0,,,1159902,0.001,0.0,
173,2020-12-31,80+,468,0.0,,,679266,0.001,0.0,
174,2020-12-31,Adults_18plus,23356,0.0,,,12083325,0.002,0.0,
175,2020-12-31,Ontario_12plus,23385,0.0,,,13034844,0.0018,0.0,
176,2020-12-31,Undisclosed_or_missing,6,0.0,,,0,,,
177,2021-01-01,12-17yrs,41,0.0,,,951519,0.0,0.0,
178,2021-01-01,18-29yrs,3662,0.0,,,2455535,0.001,0.0,
179,2021-01-01,30-39yrs,5090,0.0,,,2056059,0.002,0.0,
180,2021-01-01,40-49yrs,6318,0.0,,,1876583,0.003,0.0,
181,2021-01-01,50-59yrs,7502,0.0,,,2060934,0.004,0.0,
182,2021-01-01,60-69yrs,4841,0.0,,,1795046,0.003,0.0,
183,2021-01-01,70-79yrs,1006,0.0,,,1159902,0.001,0.0,
184,2021-01-01,80+,997,0.0,,,679266,0.001,0.0,
185,2021-01-01,Adults_18plus,29416,0.0,,,12083325,0.002,0.0,
186,2021-01-01,Ontario_12plus,29457,0.0,,,13034844,0.0023,0.0,
187,2021-01-01,Undisclosed_or_missing,8,0.0,,,0,,,
188,2021-01-02,12-17yrs,47,0.0,,,951519,0.0,0.0,
189,2021-01-02,18-29yrs,4331,0.0,,,2455535,0.002,0.0,
190,2021-01-02,30-39yrs,6106,0.0,,,2056059,0.003,0.0,
191,2021-01-02,40-49yrs,7253,0.0,,,1876583,0.004,0.0,
192,2021-01-02,50-59yrs,8457,0.0,,,2060934,0.004,0.0,
193,2021-01-02,60-69yrs,5437,0.0,,,1795046,0.003,0.0,
194,2021-01-02,70-79yrs,1177,0.0,,,1159902,0.001,0.0,
195,2021-01-02,80+,1186,0.0,,,679266,0.002,0.0,
196,2021-01-02,Adults_18plus,33947,0.0,,,12083325,0.003,0.0,
197,2021-01-02,Ontario_12plus,33994,0.0,,,13034844,0.0026,0.0,
198,2021-01-02,Undisclosed_or_missing,8,0.0,,,0,,,
199,2021-01-03,12-17yrs,53,0.0,,,951519,0.0,0.0,
200,2021-01-03,18-29yrs,5051,0.0,,,2455535,0.002,0.0,
201,2021-01-03,30-39yrs,7026,0.0,,,2056059,0.003,0.0,
202,2021-01-03,40-49yrs,8193,0.0,,,1876583,0.004,0.0,
203,2021-01-03,50-59yrs,9526,0.0,,,2060934,0.005,0.0,
204,2021-01-03,60-69yrs,6064,0.0,,,1795046,0.003,0.0,
205,2021-01-03,70-79yrs,1434,0.0,,,1159902,0.001,0.0,
206,2021-01-03,80+,1879,0.0,,,679266,0.003,0.0,
207,2021-01-03,Adults_18plus,39173,0.0,,,12083325,0.003,0.0,
208,2021-01-03,Ontario_12plus,39226,0.0,,,13034844,0.003,0.0,
209,2021-01-03,Undisclosed_or_missing,9,0.0,,,0,,,
210,2021-01-04,12-17yrs,62,0.0,,,951519,0.0,0.0,
211,2021-01-04,18-29yrs,5998,0.0,,,2455535,0.002,0.0,
212,2021-01-04,30-39yrs,8153,0.0,,,2056059,0.004,0.0,
213,2021-01-04,40-49yrs,9337,0.0,,,1876583,0.005,0.0,
214,2021-01-04,50-59yrs,10730,0.0,,,2060934,0.005,0.0,
215,2021-01-04,60-69yrs,6812,0.0,,,1795046,0.004,0.0,
216,2021-01-04,70-79yrs,1686,0.0,,,1159902,0.001,0.0,
217,2021-01-04,80+,2295,0.0,,,679266,0.003,0.0,
218,2021-01-04,Adults_18plus,45011,0.0,,,12083325,0.004,0.0,
219,2021-01-04,Ontario_12plus,45073,0.0,,,13034844,0.0035,0.0,
220,2021-01-04,Undisclosed_or_missing,10,0.0,,,0,,,
221,2021-01-05,12-17yrs,78,0.0,,,951519,0.0,0.0,
222,2021-01-05,18-29yrs,7258,0.0,,,2455535,0.003,0.0,
223,2021-01-05,30-39yrs,9948,0.0,,,2056059,0.005,0.0,
224,2021-01-05,40-49yrs,11251,0.0,,,1876583,0.006,0.0,
225,2021-01-05,50-59yrs,12841,0.0,,,2060934,0.006,0.0,
226,2021-01-05,60-69yrs,8073,0.0,,,1795046,0.004,0.0,
227,2021-01-05,70-79yrs,2039,0.0,,,1159902,0.002,0.0,
228,2021-01-05,80+,2943,0.0,,,679266,0.004,0.0,
229,2021-01-05,Adults_18plus,54353,0.0,,,12083325,0.004,0.0,
230,2021-01-05,Ontario_12plus,54431,0.0,,,13034844,0.0042,0.0,
231,2021-01-05,Undisclosed_or_missing,10,0.0,,,0,,,
232,2021-01-06,12-17yrs,87,0.0,,,951519,0.0,0.0,
233,2021-01-06,18-29yrs,8717,45.0,,,2455535,0.004,0.0,
234,2021-01-06,30-39yrs,12042,66.0,,,2056059,0.006,0.0,
235,2021-01-06,40-49yrs,13575,97.0,,,1876583,0.007,0.0,
236,2021-01-06,50-59yrs,15289,139.0,,,2060934,0.007,0.0,
237,2021-01-06,60-69yrs,9567,65.0,,,1795046,0.005,0.0,
238,2021-01-06,70-79yrs,2661,15.0,,,1159902,0.002,0.0,
239,2021-01-06,80+,4345,1.0,,,679266,0.006,0.0,
240,2021-01-06,Adults_18plus,66196,428.0,,,12083325,0.005,0.0,
241,2021-01-06,Ontario_12plus,66283,428.0,,,13034844,0.0051,0.0,
242,2021-01-06,Undisclosed_or_missing,18,0.0,,,0,,,
243,2021-01-07,12-17yrs,94,0.0,,,951519,0.0,0.0,
244,2021-01-07,18-29yrs,10514,121.0,,,2455535,0.004,0.0,
245,2021-01-07,30-39yrs,14494,179.0,,,2056059,0.007,0.0,
246,2021-01-07,40-49yrs,15965,267.0,,,1876583,0.009,0.0,
247,2021-01-07,50-59yrs,18064,328.0,,,2060934,0.009,0.0,
248,2021-01-07,60-69yrs,11338,163.0,,,1795046,0.006,0.0,
249,2021-01-07,70-79yrs,3526,26.0,,,1159902,0.003,0.0,
250,2021-01-07,80+,7297,1.0,,,679266,0.011,0.0,
251,2021-01-07,Adults_18plus,81198,1085.0,,,12083325,0.007,0.0,
252,2021-01-07,Ontario_12plus,81292,1085.0,,,13034844,0.0062,0.0001,
253,2021-01-07,Undisclosed_or_missing,35,0.0,,,0,,,
254,2021-01-08,12-17yrs,113,0.0,,,951519,0.0,0.0,
255,2021-01-08,18-29yrs,12662,231.0,,,2455535,0.005,0.0,
256,2021-01-08,30-39yrs,17351,348.0,,,2056059,0.008,0.0,
257,2021-01-08,40-49yrs,18852,490.0,,,1876583,0.01,0.0,
258,2021-01-08,50-59yrs,21312,593.0,,,2060934,0.01,0.0,
259,2021-01-08,60-69yrs,13428,303.0,,,1795046,0.007,0.0,
260,2021-01-08,70-79yrs,4421,49.0,,,1159902,0.004,0.0,
261,2021-01-08,80+,9546,2.0,,,679266,0.014,0.0,
262,2021-01-08,Adults_18plus,97572,2016.0,,,12083325,0.008,0.0,
263,2021-01-08,Ontario_12plus,97685,2016.0,,,13034844,0.0075,0.0002,
264,2021-01-08,Undisclosed_or_missing,38,0.0,,,0,,,
265,2021-01-09,12-17yrs,121,0.0,,,951519,0.0,0.0,
266,2021-01-09,18-29yrs,14723,321.0,,,2455535,0.006,0.0,
267,2021-01-09,30-39yrs,20182,485.0,,,2056059,0.01,0.0,
268,2021-01-09,40-49yrs,21853,722.0,,,1876583,0.012,0.0,
269,2021-01-09,50-59yrs,24846,873.0,,,2060934,0.012,0.0,
270,2021-01-09,60-69yrs,15768,465.0,,,1795046,0.009,0.0,
271,2021-01-09,70-79yrs,5364,69.0,,,1159902,0.005,0.0,
272,2021-01-09,80+,12762,3.0,,,679266,0.019,0.0,
273,2021-01-09,Adults_18plus,115498,2938.0,,,12083325,0.01,0.0,
274,2021-01-09,Ontario_12plus,115619,2938.0,,,13034844,0.0089,0.0002,
275,2021-01-09,Undisclosed_or_missing,61,0.0,,,0,,,
276,2021-01-10,12-17yrs,130,0.0,,,951519,0.0,0.0,
277,2021-01-10,18-29yrs,16119,321.0,,,2455535,0.007,0.0,
278,2021-01-10,30-39yrs,22164,486.0,,,2056059,0.011,0.0,
279,2021-01-10,40-49yrs,23772,723.0,,,1876583,0.013,0.0,
280,2021-01-10,50-59yrs,26968,873.0,,,2060934,0.013,0.0,
281,2021-01-10,60-69yrs,17354,465.0,,,1795046,0.01,0.0,
282,2021-01-10,70-79yrs,6026,69.0,,,1159902,0.005,0.0,
283,2021-01-10,80+,14144,3.0,,,679266,0.021,0.0,
284,2021-01-10,Adults_18plus,126547,2940.0,,,12083325,0.01,0.0,
285,2021-01-10,Ontario_12plus,126677,2940.0,,,13034844,0.0097,0.0002,
286,2021-01-10,Undisclosed_or_missing,69,0.0,,,0,,,
287,2021-01-11,12-17yrs,139,0.0,,,951519,0.0,0.0,
288,2021-01-11,18-29yrs,17535,321.0,,,2455535,0.007,0.0,
649,2021-02-12,Undisclosed_or_missing,214,80.0,,,0,,,
289,2021-01-11,30-39yrs,24067,486.0,,,2056059,0.012,0.0,
290,2021-01-11,40-49yrs,25736,723.0,,,1876583,0.014,0.0,
291,2021-01-11,50-59yrs,29016,874.0,,,2060934,0.014,0.0,
292,2021-01-11,60-69yrs,18846,465.0,,,1795046,0.01,0.0,
293,2021-01-11,70-79yrs,6775,69.0,,,1159902,0.006,0.0,
294,2021-01-11,80+,15976,3.0,,,679266,0.024,0.0,
295,2021-01-11,Adults_18plus,137951,2941.0,,,12083325,0.011,0.0,
296,2021-01-11,Ontario_12plus,138090,2941.0,,,13034844,0.0106,0.0002,
297,2021-01-11,Undisclosed_or_missing,75,0.0,,,0,,,
298,2021-01-12,12-17yrs,143,0.0,,,951519,0.0,0.0,
299,2021-01-12,18-29yrs,19015,335.0,,,2455535,0.008,0.0,
300,2021-01-12,30-39yrs,26124,497.0,,,2056059,0.013,0.0,
301,2021-01-12,40-49yrs,27699,742.0,,,1876583,0.015,0.0,
302,2021-01-12,50-59yrs,31356,894.0,,,2060934,0.015,0.0,
303,2021-01-12,60-69yrs,20502,484.0,,,1795046,0.011,0.0,
304,2021-01-12,70-79yrs,7695,71.0,,,1159902,0.007,0.0,
305,2021-01-12,80+,19082,3.0,,,679266,0.028,0.0,
306,2021-01-12,Adults_18plus,151473,3026.0,,,12083325,0.013,0.0,
307,2021-01-12,Ontario_12plus,151616,3026.0,,,13034844,0.0116,0.0002,
308,2021-01-12,Undisclosed_or_missing,89,0.0,,,0,,,
309,2021-01-13,12-17yrs,150,0.0,,,951519,0.0,0.0,
310,2021-01-13,18-29yrs,20280,498.0,,,2455535,0.008,0.0,
311,2021-01-13,30-39yrs,27837,757.0,,,2056059,0.014,0.0,
312,2021-01-13,40-49yrs,29294,1060.0,,,1876583,0.016,0.001,
313,2021-01-13,50-59yrs,33290,1236.0,,,2060934,0.016,0.001,
314,2021-01-13,60-69yrs,22014,651.0,,,1795046,0.012,0.0,
315,2021-01-13,70-79yrs,8660,94.0,,,1159902,0.007,0.0,
316,2021-01-13,80+,23165,98.0,,,679266,0.034,0.0,
317,2021-01-13,Adults_18plus,164540,4394.0,,,12083325,0.014,0.0,
318,2021-01-13,Ontario_12plus,164690,4394.0,,,13034844,0.0126,0.0003,
319,2021-01-13,Undisclosed_or_missing,94,1.0,,,0,,,
320,2021-01-14,12-17yrs,160,0.0,,,951519,0.0,0.0,
321,2021-01-14,18-29yrs,21741,777.0,,,2455535,0.009,0.0,
682,2021-02-15,Undisclosed_or_missing,219,93.0,,,0,,,
322,2021-01-14,30-39yrs,29756,1178.0,,,2056059,0.014,0.001,
323,2021-01-14,40-49yrs,31221,1549.0,,,1876583,0.017,0.001,
324,2021-01-14,50-59yrs,35626,1796.0,,,2060934,0.017,0.001,
325,2021-01-14,60-69yrs,23903,1006.0,,,1795046,0.013,0.001,
326,2021-01-14,70-79yrs,9930,134.0,,,1159902,0.009,0.0,
327,2021-01-14,80+,28231,204.0,,,679266,0.042,0.0,
328,2021-01-14,Adults_18plus,180408,6644.0,,,12083325,0.015,0.001,
329,2021-01-14,Ontario_12plus,180568,6644.0,,,13034844,0.0139,0.0005,
330,2021-01-14,Undisclosed_or_missing,101,3.0,,,0,,,
331,2021-01-15,12-17yrs,170,1.0,,,951519,0.0,0.0,
332,2021-01-15,18-29yrs,23404,1009.0,,,2455535,0.01,0.0,
333,2021-01-15,30-39yrs,31916,1517.0,,,2056059,0.016,0.001,
334,2021-01-15,40-49yrs,33446,1993.0,,,1876583,0.018,0.001,
335,2021-01-15,50-59yrs,38367,2277.0,,,2060934,0.019,0.001,
336,2021-01-15,60-69yrs,26153,1286.0,,,1795046,0.015,0.001,
337,2021-01-15,70-79yrs,11299,177.0,,,1159902,0.01,0.0,
338,2021-01-15,80+,32995,285.0,,,679266,0.049,0.0,
339,2021-01-15,Adults_18plus,197580,8544.0,,,12083325,0.016,0.001,
340,2021-01-15,Ontario_12plus,197750,8545.0,,,13034844,0.0152,0.0007,
341,2021-01-15,Undisclosed_or_missing,114,3.0,,,0,,,
342,2021-01-16,12-17yrs,192,7.0,,,951519,0.0,0.0,
343,2021-01-16,18-29yrs,24939,1176.0,,,2455535,0.01,0.0,
344,2021-01-16,30-39yrs,33724,1682.0,,,2056059,0.016,0.001,
345,2021-01-16,40-49yrs,35406,2200.0,,,1876583,0.019,0.001,
346,2021-01-16,50-59yrs,40710,2619.0,,,2060934,0.02,0.001,
347,2021-01-16,60-69yrs,28068,1476.0,,,1795046,0.016,0.001,
348,2021-01-16,70-79yrs,12505,213.0,,,1159902,0.011,0.0,
349,2021-01-16,80+,37419,291.0,,,679266,0.055,0.0,
350,2021-01-16,Adults_18plus,212771,9657.0,,,12083325,0.018,0.001,
351,2021-01-16,Ontario_12plus,212963,9664.0,,,13034844,0.0163,0.0007,
352,2021-01-16,Undisclosed_or_missing,133,3.0,,,0,,,
353,2021-01-17,12-17yrs,205,13.0,,,951519,0.0,0.0,
354,2021-01-17,18-29yrs,25770,1324.0,,,2455535,0.01,0.001,
355,2021-01-17,30-39yrs,34680,1850.0,,,2056059,0.017,0.001,
356,2021-01-17,40-49yrs,36498,2409.0,,,1876583,0.019,0.001,
357,2021-01-17,50-59yrs,42140,2925.0,,,2060934,0.02,0.001,
358,2021-01-17,60-69yrs,29329,1719.0,,,1795046,0.016,0.001,
359,2021-01-17,70-79yrs,13326,301.0,,,1159902,0.011,0.0,
360,2021-01-17,80+,40644,310.0,,,679266,0.06,0.0,
361,2021-01-17,Adults_18plus,222387,10838.0,,,12083325,0.018,0.001,
362,2021-01-17,Ontario_12plus,222592,10851.0,,,13034844,0.0171,0.0008,
363,2021-01-17,Undisclosed_or_missing,141,3.0,,,0,,,
364,2021-01-18,12-17yrs,212,13.0,,,951519,0.0,0.0,
365,2021-01-18,18-29yrs,26429,1326.0,,,2455535,0.011,0.001,
366,2021-01-18,30-39yrs,35420,1852.0,,,2056059,0.017,0.001,
367,2021-01-18,40-49yrs,37279,2410.0,,,1876583,0.02,0.001,
368,2021-01-18,50-59yrs,43229,2933.0,,,2060934,0.021,0.001,
369,2021-01-18,60-69yrs,30176,1721.0,,,1795046,0.017,0.001,
370,2021-01-18,70-79yrs,13858,301.0,,,1159902,0.012,0.0,
